Student_Name,attendance_percentage,study_hours_per_week,homework_completion_rate,class_participation,quiz_average,midterm_score,final_score,math_score,science_score,english_score,overall_grade,stress_level,learning_style
Meera Patel,90.04,8.03,45.86,2,62.91,61.25,35.02,98.62,42.13,58.24,C,4,Visual
Aarav Gupta,61.05,2.28,64.11,2,40.39,32.66,96.26,46.11,97.05,73.15,A,5,Visual
Vivaan Gupta,66.63,17.57,86.58,4,68.17,61.73,50.8,40.5,56.52,59.08,C,1,Visual
Aditya Gupta,95.75,19.39,95.06,4,80.9,76.67,68.62,66.01,40.97,54.75,A,1,Visual
Arjun Gupta,76.86,13.29,66.07,3,48.55,91.53,71.12,45.56,44.59,49.14,C,3,Auditory
Krishna Gupta,77.82,7.78,58.23,1,70.25,94.92,36.46,84.9,74.81,59.22,C,1,Visual
Rohan Gupta,82.41,8.86,96.83,2,46.12,54.74,80.64,94.87,48.27,76.93,A,2,Visual
Rahul Gupta,88.11,5.87,97.4,4,78.73,86.54,41.65,66.04,42.5,98.3,B,3,Visual
Karthik Gupta,96.96,14.51,43.33,4,80.55,91.55,82.52,55.52,62.78,73.49,C,1,Visual
Siddharth Gupta,90.11,7.77,67.2,3,47.43,97.87,42.31,66.06,77.37,71.96,C,1,Kinesthetic
Ananya Gupta,96.73,1.62,87.46,3,51.63,60.77,51.65,83.41,46.71,42.12,C,3,Kinesthetic
Diya Gupta,91.03,1.88,87.56,2,49.7,87.37,53.2,40.54,58.8,90.41,C,4,Auditory
Isha Gupta,52.32,12.68,77.95,1,48.29,48.23,91.17,75.37,65.07,42.69,B,5,Visual
Kavya Gupta,55.88,6.52,63.0,1,35.61,83.72,42.19,76.8,49.57,94.37,B,5,Kinesthetic
Pooja Gupta,94.24,4.2,58.26,5,99.1,85.97,75.0,78.26,70.36,72.32,B,4,Visual
Sneha Gupta,51.38,11.49,86.45,5,95.39,89.76,59.21,54.52,45.11,50.11,B,3,Kinesthetic
Aditi Gupta,89.71,6.29,45.8,3,73.88,86.92,48.46,82.84,42.79,67.1,B,2,Auditory
Nisha Gupta,92.49,2.39,59.99,2,82.25,85.03,33.56,45.48,71.19,99.7,B,1,Auditory
Priya Gupta,70.77,4.68,69.68,5,39.01,77.8,83.33,51.96,54.87,58.3,B,3,Kinesthetic
Meera Gupta,67.74,15.78,88.22,2,81.12,37.77,42.3,92.65,45.72,56.17,B,2,Kinesthetic
Aarav Singh,59.72,17.19,56.17,1,82.87,56.04,98.67,84.32,65.43,47.08,B,3,Auditory
Vivaan Singh,52.45,17.57,68.41,3,36.78,47.28,61.5,40.82,94.91,75.83,A,1,Auditory
Aditya Singh,87.27,11.16,49.54,2,85.92,60.31,41.01,54.9,83.45,45.35,A,4,Visual
Arjun Singh,53.69,19.07,88.58,1,37.16,94.16,34.48,52.86,88.94,85.96,C,4,Kinesthetic
Krishna Singh,97.23,3.88,84.99,1,86.25,72.98,69.6,56.25,92.31,95.15,C,5,Auditory
Rohan Singh,64.84,13.89,87.41,2,76.73,35.87,55.96,54.85,98.36,95.91,D,4,Auditory
Rahul Singh,89.71,14.38,34.02,2,42.73,50.9,69.11,43.75,85.79,46.47,A,5,Auditory
Karthik Singh,52.98,2.01,64.08,5,82.22,89.63,88.01,67.54,76.5,73.5,A,4,Kinesthetic
Siddharth Singh,76.81,6.37,39.51,5,59.07,56.27,79.75,83.96,61.93,45.83,D,3,Kinesthetic
Ananya Singh,67.45,19.03,77.16,4,93.27,30.5,87.89,76.4,50.9,74.32,C,3,Visual
Diya Singh,51.5,15.42,51.8,1,53.8,84.28,42.8,80.37,81.2,88.9,B,5,Visual
Isha Singh,82.79,2.04,84.22,4,50.7,39.85,69.05,44.87,99.7,72.27,B,4,Visual
Kavya Singh,97.16,11.28,34.56,5,60.3,38.54,93.01,97.09,68.04,92.32,B,5,Visual
Pooja Singh,50.54,13.32,65.93,1,44.33,73.18,30.92,90.31,83.42,88.1,A,2,Visual
Sneha Singh,63.52,19.49,38.66,2,42.38,69.83,57.7,88.31,69.71,56.59,C,4,Visual
Aditi Singh,85.18,14.61,69.05,1,60.39,55.27,38.75,89.38,65.92,77.81,C,3,Kinesthetic
Nisha Singh,93.56,13.13,72.51,2,71.93,44.54,86.33,95.96,64.62,40.44,C,3,Kinesthetic
Priya Singh,59.54,18.26,62.35,3,65.32,37.25,40.32,72.66,70.28,63.76,D,5,Auditory
Meera Singh,53.54,13.56,49.58,2,82.79,38.51,89.25,52.02,62.01,54.28,A,5,Visual
Aarav Kumar,50.43,18.71,32.26,1,94.13,81.5,84.9,77.01,84.93,96.23,C,2,Visual
Vivaan Kumar,60.76,10.36,76.35,5,86.74,93.02,82.58,84.57,92.46,64.32,B,2,Auditory
Aditya Kumar,53.57,14.65,90.93,2,47.34,69.34,71.57,84.28,92.97,79.24,B,1,Kinesthetic
Arjun Kumar,67.97,13.0,81.36,4,62.05,75.21,80.13,71.29,53.66,83.92,C,5,Kinesthetic
Krishna Kumar,72.01,11.5,92.51,3,55.06,98.12,72.58,44.11,93.75,86.39,A,5,Kinesthetic
Rohan Kumar,74.0,7.16,95.07,3,43.67,31.1,41.87,62.27,60.49,84.15,D,2,Visual
Rahul Kumar,57.12,18.17,61.47,2,96.88,40.91,52.23,95.25,58.56,57.35,B,1,Visual
Karthik Kumar,73.2,6.13,78.86,4,36.33,62.91,52.95,75.07,83.61,81.16,C,5,Visual
Siddharth Kumar,50.45,4.03,57.82,4,35.48,36.16,59.57,72.3,58.28,72.94,C,2,Auditory
Ananya Kumar,61.97,14.53,94.37,1,96.46,48.33,71.88,56.13,43.18,75.84,C,3,Visual
Diya Kumar,68.45,11.38,69.41,3,48.33,57.14,40.32,62.11,62.42,40.05,A,5,Visual
Isha Kumar,55.92,5.99,82.67,2,50.62,79.42,96.69,93.72,83.29,55.5,C,4,Auditory
Kavya Kumar,90.7,17.54,31.02,4,78.17,39.25,35.91,79.99,59.62,95.84,C,3,Auditory
Pooja Kumar,60.06,6.44,70.29,2,43.74,72.12,66.06,87.24,77.77,57.4,A,5,Kinesthetic
Sneha Kumar,87.74,2.21,81.94,1,56.41,33.63,32.7,67.26,79.61,66.28,C,4,Auditory
Aditi Kumar,73.69,1.29,47.99,2,35.17,61.31,49.68,77.81,84.02,51.2,B,1,Visual
Nisha Kumar,73.99,18.53,31.01,2,72.81,36.91,68.27,54.9,93.83,48.32,B,3,Auditory
Priya Kumar,82.26,8.64,82.05,4,58.72,64.88,75.11,82.33,65.95,52.52,C,1,Visual
Meera Kumar,52.21,5.06,53.67,4,45.81,59.09,61.19,65.66,49.99,73.22,A,3,Auditory
Aarav Mehta,53.94,11.77,60.02,4,76.69,56.57,74.32,66.55,59.14,95.14,C,1,Visual
Vivaan Mehta,66.34,10.27,69.34,5,46.15,86.86,67.43,78.96,65.93,59.57,A,4,Kinesthetic
Aditya Mehta,70.84,20.0,37.72,1,78.1,66.14,45.49,96.18,82.83,59.4,C,2,Auditory
Arjun Mehta,71.5,17.88,37.25,4,63.88,49.02,53.42,43.84,40.79,73.85,B,5,Auditory
Krishna Mehta,83.84,6.15,97.26,5,98.94,86.9,30.77,89.48,58.95,61.4,A,5,Auditory
Rohan Mehta,50.04,14.26,53.72,1,36.69,66.45,31.19,57.54,86.79,94.62,C,2,Visual
Rahul Mehta,97.96,8.36,47.89,1,32.04,98.29,57.68,66.64,80.25,62.67,C,4,Kinesthetic
Karthik Mehta,58.72,7.92,33.34,3,43.2,64.66,61.66,41.31,83.9,69.43,C,4,Auditory
Siddharth Mehta,62.43,7.98,42.18,4,92.95,87.76,88.47,58.06,88.71,72.0,C,3,Visual
Ananya Mehta,95.28,13.15,60.16,3,97.51,30.1,32.1,70.16,86.99,86.92,B,2,Visual
Diya Mehta,50.27,11.22,53.95,5,81.75,47.59,40.42,43.37,80.93,73.83,B,1,Auditory
Isha Mehta,99.57,15.35,59.72,5,88.36,32.07,60.92,69.47,66.38,54.35,C,3,Visual
Kavya Mehta,51.8,3.91,79.27,5,37.98,68.37,43.57,95.63,99.02,47.44,D,3,Kinesthetic
Pooja Mehta,56.03,9.08,74.93,2,54.38,63.11,87.22,46.32,74.14,96.27,B,4,Visual
Sneha Mehta,62.01,17.35,64.52,1,79.1,83.09,79.71,85.87,52.17,88.09,B,2,Kinesthetic
Aditi Mehta,71.94,1.06,87.04,2,59.99,37.9,97.11,64.58,57.57,41.38,C,1,Auditory
Nisha Mehta,75.92,12.85,90.01,4,53.61,88.13,44.3,79.31,81.61,89.29,B,5,Auditory
Priya Mehta,55.24,15.93,71.36,3,51.4,35.05,54.39,55.61,95.48,75.44,C,2,Visual
Meera Mehta,53.68,8.29,38.23,2,33.3,89.13,53.26,49.57,50.72,71.13,C,1,Kinesthetic
Aarav Iyer,51.59,17.79,58.43,5,44.75,68.59,61.18,49.63,44.94,40.73,C,2,Visual
Vivaan Iyer,62.84,14.98,74.41,3,75.74,36.39,37.94,44.23,92.89,86.85,D,4,Visual
Aditya Iyer,96.08,12.51,34.4,5,39.24,32.17,82.18,51.14,94.92,51.88,B,4,Visual
Arjun Iyer,69.49,4.77,31.39,1,40.93,85.85,32.87,79.85,56.58,83.68,C,1,Kinesthetic
Krishna Iyer,88.2,13.73,96.38,5,78.83,52.2,76.93,92.9,62.64,40.95,B,5,Kinesthetic
Rohan Iyer,59.51,16.84,81.1,5,41.43,96.16,66.19,88.85,79.61,87.78,C,5,Auditory
Rahul Iyer,53.23,14.87,40.72,1,45.78,99.13,89.52,81.11,59.8,41.38,C,4,Auditory
Karthik Iyer,77.71,11.92,61.16,4,35.23,86.15,51.05,46.63,92.63,54.15,A,1,Auditory
Siddharth Iyer,91.1,14.58,43.55,4,74.68,83.36,56.07,57.35,46.45,56.1,B,3,Visual
Ananya Iyer,94.92,19.56,30.72,2,84.82,80.12,49.49,58.59,42.28,49.45,C,5,Visual
Diya Iyer,77.31,1.21,57.42,1,70.68,43.92,47.07,55.0,52.51,68.86,B,5,Auditory
Isha Iyer,64.7,13.61,75.39,4,47.85,40.77,66.58,70.9,57.17,57.02,B,5,Kinesthetic
Kavya Iyer,55.48,16.07,96.79,1,79.38,58.31,55.36,72.13,46.78,99.6,C,2,Auditory
Pooja Iyer,83.39,13.14,83.89,3,66.31,96.16,74.26,61.41,43.94,74.8,D,2,Auditory
Sneha Iyer,64.02,6.19,46.11,4,39.69,32.32,89.62,61.23,85.34,73.99,B,4,Visual
Aditi Iyer,92.2,16.63,53.53,5,42.94,87.44,59.52,89.71,49.86,53.25,C,1,Visual
Nisha Iyer,80.26,18.35,66.44,2,33.38,58.83,50.32,87.36,94.84,64.52,B,4,Auditory
Priya Iyer,92.94,13.99,43.39,4,32.4,32.27,63.44,58.47,62.08,47.44,A,2,Visual
Meera Iyer,78.33,10.71,88.31,4,41.76,42.48,81.41,94.83,80.24,85.75,A,4,Visual
Aarav Nair,88.59,7.96,41.76,3,78.52,98.69,75.74,97.17,53.52,59.87,B,4,Kinesthetic
Vivaan Nair,64.72,7.27,50.3,1,51.54,87.06,38.08,59.6,54.42,85.12,C,3,Kinesthetic
Aditya Nair,75.15,14.74,70.43,5,58.21,87.97,44.45,61.27,74.48,62.3,D,4,Kinesthetic
Arjun Nair,50.97,12.54,38.63,5,82.95,68.43,53.55,70.34,73.64,99.33,B,5,Auditory
Krishna Nair,80.39,3.98,73.72,3,38.95,32.76,71.95,96.47,86.12,50.27,B,1,Kinesthetic
Rohan Nair,76.69,3.68,96.1,1,68.03,87.26,78.84,92.58,85.47,40.09,A,1,Auditory
Rahul Nair,87.76,2.35,78.41,2,91.76,63.14,80.46,46.15,80.24,75.69,A,5,Visual
Karthik Nair,86.45,13.99,86.89,1,88.67,80.03,98.69,63.56,66.95,97.18,B,2,Visual
Siddharth Nair,81.38,6.97,60.69,5,54.93,82.2,35.07,73.2,93.44,78.82,B,4,Auditory
Ananya Nair,52.83,1.38,55.57,2,57.13,32.82,55.22,70.19,77.35,45.14,A,5,Auditory
Diya Nair,95.15,7.42,53.0,5,64.63,45.77,48.68,51.63,99.41,72.43,B,5,Visual
Isha Nair,50.9,16.81,76.23,4,69.63,88.3,31.74,91.53,89.16,94.57,C,3,Kinesthetic
Kavya Nair,90.16,5.71,66.3,5,73.39,64.4,99.81,80.62,42.66,40.39,C,3,Auditory
Pooja Nair,73.97,13.04,63.06,3,39.54,32.23,61.62,90.27,59.24,50.01,B,4,Auditory
Sneha Nair,90.9,9.35,37.05,4,71.71,97.14,60.06,91.53,74.31,88.87,D,4,Kinesthetic
Aditi Nair,73.25,11.43,77.14,1,65.02,73.26,67.25,84.9,83.29,93.63,C,2,Visual
Nisha Nair,82.35,12.32,80.78,4,31.13,57.96,80.9,66.35,73.02,82.43,D,3,Auditory
Priya Nair,68.16,9.64,43.73,1,51.05,93.05,94.12,76.63,87.17,99.49,C,4,Visual
Meera Nair,87.18,2.1,83.18,1,68.73,39.25,76.87,49.62,56.96,45.41,C,5,Visual
Aarav Choudhary,62.71,11.79,91.56,3,87.58,98.22,89.5,80.42,51.03,72.74,B,2,Kinesthetic
Vivaan Choudhary,85.97,8.55,42.22,2,48.45,48.18,32.24,50.76,43.24,81.1,D,1,Visual
Aditya Choudhary,59.67,4.8,61.64,5,33.2,69.24,44.13,81.64,74.4,82.16,A,3,Auditory
Arjun Choudhary,86.11,18.03,91.33,4,77.5,87.26,63.9,53.78,81.32,87.61,B,5,Visual
Krishna Choudhary,64.68,14.99,64.11,3,30.41,48.59,89.13,47.05,59.57,95.06,B,5,Auditory
Rohan Choudhary,63.93,6.4,87.07,3,99.11,50.37,65.27,49.92,76.82,61.7,D,3,Kinesthetic
Rahul Choudhary,90.57,11.24,45.1,4,39.97,71.37,59.21,40.12,43.13,42.58,B,1,Visual
Karthik Choudhary,90.68,19.3,34.48,2,61.4,35.17,59.56,83.12,45.96,61.75,C,3,Auditory
Siddharth Choudhary,84.57,5.66,34.16,5,40.84,83.06,30.37,83.94,82.11,80.3,C,5,Visual
Ananya Choudhary,96.2,19.0,98.06,3,62.39,51.6,45.17,70.9,62.08,52.81,C,2,Kinesthetic
Diya Choudhary,57.81,13.98,41.53,1,74.07,96.95,30.44,49.68,80.28,88.6,A,1,Visual
Isha Choudhary,63.47,11.28,90.54,2,97.78,50.2,88.41,45.01,89.9,53.19,C,5,Auditory
Kavya Choudhary,64.7,19.68,52.1,5,46.35,95.88,84.41,41.15,91.16,40.6,B,5,Kinesthetic
Pooja Choudhary,65.26,7.34,32.81,4,65.11,37.93,33.27,49.94,50.33,70.48,C,4,Kinesthetic
Sneha Choudhary,66.4,6.29,46.87,3,47.77,58.04,32.26,93.45,69.18,83.59,B,2,Visual
Aditi Choudhary,84.85,7.45,65.38,5,39.33,75.47,71.57,54.49,84.04,60.98,B,5,Auditory
Nisha Choudhary,63.54,15.27,37.47,3,85.56,48.3,81.03,61.26,86.44,84.93,C,5,Kinesthetic
Priya Choudhary,64.3,7.4,94.55,5,30.13,82.26,34.93,46.32,87.08,66.3,B,3,Auditory
Meera Choudhary,78.52,2.95,92.99,1,49.67,99.51,32.79,53.34,53.69,50.3,D,3,Visual
Aarav Reddy,59.67,13.24,40.44,5,33.8,95.96,38.52,71.15,51.55,45.43,A,4,Visual
Vivaan Reddy,68.24,5.24,81.6,1,31.19,98.48,90.07,76.47,75.4,82.64,C,5,Visual
Aditya Reddy,52.9,1.08,62.25,4,69.25,33.84,56.82,54.72,84.47,63.14,D,1,Kinesthetic
Arjun Reddy,97.63,4.78,98.75,2,82.39,72.34,49.24,43.46,59.15,94.77,A,5,Visual
Krishna Reddy,65.87,16.56,33.88,5,67.69,90.13,44.05,63.46,46.28,72.42,B,1,Auditory
Rohan Reddy,92.5,18.86,62.97,3,80.13,91.17,76.55,54.05,83.0,60.91,A,2,Kinesthetic
Rahul Reddy,76.5,13.58,49.98,4,85.89,64.11,92.09,53.17,57.98,60.94,C,4,Auditory
Karthik Reddy,61.41,6.9,80.85,5,63.2,30.81,87.81,97.59,49.98,47.89,A,3,Auditory
Siddharth Reddy,59.67,9.29,37.78,4,62.27,83.79,35.29,76.98,48.86,75.63,A,4,Kinesthetic
Ananya Reddy,84.75,4.7,73.97,4,41.13,95.71,44.74,73.41,58.89,74.93,B,3,Kinesthetic
Diya Reddy,98.24,17.73,96.36,4,76.81,30.3,78.8,64.95,75.56,88.0,C,5,Visual
Isha Reddy,59.15,13.65,61.77,4,45.02,33.06,86.18,65.74,61.5,52.07,C,2,Kinesthetic
Kavya Reddy,55.77,2.6,61.8,3,74.6,84.16,47.59,72.45,41.24,57.45,B,3,Visual
Pooja Reddy,69.35,7.97,64.7,1,85.08,84.52,54.84,81.79,45.81,45.83,A,1,Kinesthetic
Sneha Reddy,69.69,11.22,59.1,1,61.34,44.74,97.87,82.13,57.43,57.72,B,3,Visual
Aditi Reddy,90.31,16.15,61.32,3,72.59,80.22,70.86,50.3,79.58,65.69,D,3,Kinesthetic
Nisha Reddy,73.44,18.49,62.43,4,45.64,91.82,92.76,70.01,45.91,97.84,C,5,Kinesthetic
Priya Reddy,53.12,3.52,99.86,3,90.73,48.03,57.72,64.72,73.64,79.18,B,4,Visual
Meera Reddy,96.03,16.86,38.15,4,73.97,61.28,45.53,92.23,47.19,86.97,A,1,Visual
Aarav Sharma,68.66,2.25,49.97,4,66.43,64.03,91.61,77.89,52.7,59.53,C,4,Auditory
Vivaan Sharma,83.43,5.57,44.76,2,66.91,59.0,31.22,71.95,50.33,48.67,B,2,Kinesthetic
Aditya Sharma,83.37,1.4,68.09,1,71.23,52.85,86.82,46.92,44.03,55.4,A,4,Visual
Arjun Sharma,52.82,2.21,30.2,3,73.63,99.25,75.23,76.34,80.28,55.39,B,1,Visual
Krishna Sharma,50.18,1.62,94.48,5,72.66,69.94,56.92,47.03,67.8,74.99,B,2,Auditory
Rohan Sharma,54.4,3.77,67.18,4,77.88,80.06,61.64,60.23,89.86,60.49,C,5,Kinesthetic
Rahul Sharma,97.83,17.65,92.73,5,80.9,37.46,81.33,48.57,45.93,91.44,B,2,Visual
Karthik Sharma,89.7,6.39,54.15,2,46.08,65.67,76.37,81.52,48.68,99.31,B,1,Visual
Siddharth Sharma,56.6,10.11,40.5,1,86.2,92.73,64.0,52.38,58.39,60.6,C,5,Auditory
Ananya Sharma,80.74,10.26,43.46,4,85.29,79.93,72.15,63.51,85.95,82.3,A,2,Kinesthetic
Diya Sharma,80.6,19.91,62.95,5,37.82,49.59,32.51,93.74,58.35,79.45,A,5,Visual
Isha Sharma,50.03,7.93,32.82,2,61.33,89.0,50.43,52.26,64.51,51.67,C,1,Kinesthetic
Kavya Sharma,71.45,6.04,84.73,1,74.57,33.67,35.89,70.47,58.1,95.08,B,2,Kinesthetic
Pooja Sharma,85.59,19.3,85.34,5,33.83,98.98,81.31,65.16,44.81,51.97,B,1,Kinesthetic
Sneha Sharma,59.34,12.26,79.14,3,91.5,83.04,53.34,41.09,96.37,84.22,A,3,Kinesthetic
Aditi Sharma,92.55,6.5,92.74,4,48.63,96.56,32.49,87.57,72.91,60.86,C,2,Visual
Nisha Sharma,83.02,6.46,68.46,2,50.74,89.87,76.22,44.14,87.27,62.02,A,2,Visual
Priya Sharma,50.35,2.64,63.55,5,83.39,83.98,78.74,68.46,79.5,67.33,C,5,Auditory
Meera Sharma,92.75,11.58,67.04,3,79.79,60.96,51.52,73.64,70.86,91.87,A,5,Visual
Aarav Patel,50.97,14.75,42.74,5,98.22,86.53,32.08,77.71,45.38,48.42,C,4,Kinesthetic
Vivaan Patel,94.4,10.02,65.86,2,57.28,35.32,68.3,81.32,78.56,43.27,B,5,Auditory
Aditya Patel,66.69,17.8,67.92,4,63.09,45.98,72.48,55.2,49.32,64.12,B,4,Auditory
Arjun Patel,84.93,10.2,83.52,1,85.37,92.12,95.11,40.6,64.86,43.34,C,5,Kinesthetic
Krishna Patel,89.37,7.58,54.35,1,87.91,78.94,97.93,83.41,77.75,81.26,C,1,Kinesthetic
Rohan Patel,64.06,5.76,36.46,1,34.8,43.04,39.4,72.14,86.93,85.62,A,1,Kinesthetic
Rahul Patel,67.82,5.62,71.82,2,39.79,59.09,68.52,90.17,81.1,91.28,C,3,Visual
Karthik Patel,75.48,7.01,85.16,1,65.08,79.94,58.83,89.28,80.29,84.63,B,4,Kinesthetic
Siddharth Patel,79.13,19.85,97.87,4,73.21,85.74,89.02,90.6,48.94,94.98,D,5,Visual
Ananya Patel,64.6,7.86,36.32,2,96.48,88.83,88.86,69.11,60.77,84.9,C,1,Auditory
Diya Patel,99.62,10.97,82.24,5,54.79,40.36,70.92,60.02,42.57,96.16,C,5,Kinesthetic
Isha Patel,86.85,6.22,71.71,5,70.07,30.48,39.8,87.49,83.17,51.59,A,5,Visual
Kavya Patel,63.71,3.73,31.07,2,75.5,39.41,58.87,67.08,97.16,69.99,C,2,Visual
Pooja Patel,82.02,13.27,80.28,4,49.72,64.46,35.12,51.01,55.85,99.64,C,3,Auditory
Sneha Patel,71.77,11.36,31.83,2,95.97,94.52,31.69,91.3,45.26,80.89,A,4,Visual
Aditi Patel,93.02,2.29,84.97,2,45.47,43.56,88.91,92.95,68.53,92.72,A,1,Visual
Nisha Patel,66.45,17.77,80.49,5,30.93,83.99,93.4,67.98,91.4,41.82,B,1,Kinesthetic
Priya Patel,59.39,10.65,78.15,2,70.46,77.52,83.1,44.54,73.12,92.31,C,3,Visual
Meera Patel,52.31,7.37,38.4,4,74.37,97.47,74.02,63.27,42.81,81.86,B,5,Visual
Aarav Gupta,99.22,15.81,94.33,1,71.97,50.36,41.63,88.21,98.46,50.25,C,3,Auditory
Vivaan Gupta,67.96,3.13,92.92,4,47.53,78.01,62.1,94.11,89.72,41.54,B,2,Auditory
Aditya Gupta,61.03,10.0,93.02,4,87.48,32.07,54.59,52.21,47.9,55.6,A,4,Auditory
Arjun Gupta,74.59,11.43,55.23,5,38.16,46.81,62.29,44.02,95.31,94.95,D,1,Visual
Krishna Gupta,64.58,15.73,64.45,1,32.83,73.77,64.45,92.64,67.04,80.09,C,3,Auditory
Rohan Gupta,61.65,8.03,38.04,3,47.84,97.94,34.14,63.36,62.31,95.17,A,3,Visual
Rahul Gupta,80.82,17.24,33.58,2,63.31,57.94,66.3,72.51,67.66,66.77,C,3,Kinesthetic
Karthik Gupta,53.74,14.26,34.11,1,90.0,76.5,90.51,98.08,90.07,96.2,A,5,Kinesthetic
Siddharth Gupta,75.45,15.65,69.81,5,45.05,35.15,91.31,43.99,79.57,67.78,C,3,Auditory
Ananya Gupta,69.37,19.41,52.5,2,87.04,30.8,50.24,78.9,43.55,52.26,C,5,Visual
Diya Gupta,76.63,17.05,70.57,5,71.85,40.51,84.92,44.45,97.46,49.08,B,5,Visual
Isha Gupta,66.02,7.59,71.49,2,83.17,70.7,59.45,62.53,48.87,99.63,B,1,Auditory
Kavya Gupta,78.52,13.27,93.49,5,61.05,86.68,95.91,88.23,84.73,60.03,B,2,Visual
Pooja Gupta,54.09,17.5,91.76,5,32.22,55.41,31.9,66.01,78.17,49.6,A,4,Visual
Sneha Gupta,68.81,10.98,80.3,5,45.64,79.03,81.82,99.83,51.25,40.5,B,4,Visual
Aditi Gupta,61.87,13.97,87.3,2,51.13,63.35,89.9,73.54,50.24,57.13,C,5,Auditory
Nisha Gupta,71.9,4.27,30.22,3,35.34,87.28,69.39,59.27,92.22,93.35,C,3,Visual
Priya Gupta,69.92,16.5,31.09,1,41.0,37.29,59.74,53.21,65.18,72.04,B,3,Visual
Meera Gupta,81.56,15.39,62.1,2,39.34,70.88,45.92,61.03,79.27,77.95,B,5,Kinesthetic
Aarav Singh,81.44,17.89,75.76,3,40.32,95.21,32.29,62.35,70.24,95.34,A,2,Visual
Vivaan Singh,70.67,14.49,85.59,1,74.18,36.2,92.76,44.12,83.64,70.77,C,2,Visual
Aditya Singh,59.08,17.66,61.31,2,57.27,48.42,36.7,62.17,68.75,90.3,C,1,Visual
Arjun Singh,79.1,4.08,95.81,1,81.5,49.12,94.11,67.85,57.24,59.43,B,4,Visual
Krishna Singh,98.33,16.46,87.05,3,75.28,75.7,70.73,83.36,61.8,98.63,A,4,Kinesthetic
Rohan Singh,59.27,19.11,37.19,5,39.33,84.69,65.99,79.4,91.54,44.73,B,4,Visual
Rahul Singh,53.45,16.49,60.81,4,61.49,74.78,82.74,82.53,68.08,83.49,C,5,Auditory
Karthik Singh,63.23,12.69,99.64,1,59.43,61.33,64.26,40.5,52.81,79.63,C,1,Visual
Siddharth Singh,70.65,18.6,58.7,2,67.04,47.54,56.51,53.06,96.08,51.5,B,5,Visual
Ananya Singh,65.31,2.8,57.04,4,89.53,95.02,99.74,79.7,87.8,63.33,A,4,Auditory
Diya Singh,91.74,1.32,50.59,1,50.15,42.69,86.67,69.04,43.34,58.77,B,1,Kinesthetic
Isha Singh,74.65,19.34,64.05,1,67.4,83.84,77.7,40.32,99.94,45.67,D,5,Auditory
Kavya Singh,62.31,13.98,81.09,4,56.48,40.99,99.18,88.27,81.7,75.09,B,4,Visual
Pooja Singh,97.51,3.17,33.32,5,92.41,59.6,34.43,86.37,49.62,99.62,B,1,Kinesthetic
Sneha Singh,56.25,7.46,88.5,2,47.12,51.09,76.94,72.91,54.23,73.58,A,1,Visual
Aditi Singh,56.15,15.23,94.23,2,51.91,50.11,43.7,43.99,81.55,72.72,C,3,Auditory
Nisha Singh,62.26,15.26,84.68,5,63.3,51.42,78.07,85.99,86.79,42.42,C,5,Visual
Priya Singh,53.84,4.23,94.09,3,53.16,87.78,41.27,75.02,54.34,48.35,B,2,Kinesthetic
Meera Singh,87.58,9.93,36.64,1,83.62,46.23,78.41,86.92,55.42,70.79,B,2,Visual
Aarav Kumar,65.64,16.34,61.51,3,89.66,45.77,40.79,85.1,58.43,99.11,B,5,Visual
Vivaan Kumar,86.49,19.37,34.97,4,66.68,53.27,91.34,88.18,75.88,92.6,A,1,Auditory
Aditya Kumar,88.14,12.83,88.58,2,52.71,75.5,94.53,71.08,50.31,60.41,B,3,Kinesthetic
Arjun Kumar,61.88,13.12,96.68,4,75.59,68.78,61.59,48.42,46.25,72.58,B,5,Visual
Krishna Kumar,75.92,9.92,50.84,1,59.92,59.73,40.73,80.27,80.73,73.16,B,2,Visual
Rohan Kumar,75.98,11.24,67.48,2,72.62,95.78,65.5,77.23,86.75,81.12,B,2,Auditory
Rahul Kumar,93.57,2.88,50.84,4,77.45,42.03,37.09,84.54,70.06,81.27,C,3,Kinesthetic
Karthik Kumar,51.28,7.64,56.52,2,83.78,38.43,63.48,50.19,61.83,87.39,B,4,Visual
Siddharth Kumar,65.84,10.64,63.36,2,73.42,42.36,61.79,51.7,65.92,41.5,C,3,Visual
Ananya Kumar,94.12,6.22,85.36,2,72.97,72.43,46.36,93.42,63.3,96.62,D,2,Visual
Diya Kumar,61.84,7.84,40.29,3,99.2,85.21,76.55,85.0,97.6,44.2,B,1,Auditory
Isha Kumar,56.84,19.45,40.99,4,48.93,82.17,30.14,94.49,86.09,68.57,D,2,Visual
Kavya Kumar,78.81,1.1,44.13,5,63.26,93.74,87.68,85.52,52.49,95.17,C,2,Kinesthetic
Pooja Kumar,65.29,6.75,33.72,2,49.23,81.27,41.13,75.83,63.05,69.26,C,5,Auditory
Sneha Kumar,73.36,12.1,75.04,1,91.39,99.99,42.08,79.25,72.64,43.82,C,3,Auditory
Aditi Kumar,91.0,6.3,43.29,3,90.65,68.46,75.8,93.35,76.78,53.75,B,3,Auditory
Nisha Kumar,76.03,13.85,60.63,3,33.53,99.64,81.69,74.73,68.09,74.72,B,2,Visual
Priya Kumar,75.79,6.69,77.99,5,78.2,67.62,63.81,77.94,88.61,45.27,B,1,Kinesthetic
Meera Kumar,63.91,13.13,61.43,5,95.14,35.65,68.21,49.39,86.06,65.42,B,5,Auditory
